"Type";"ScopeMGLevel";"Scope";"ScopeId";"PolicyDisplayName";"PolicyDefinitionName";"PolicyDefinitionId";"PolicyVersion";"PolicyEffect";"PolicyCategory";"UniqueAssignmentsCount";"UsedInPolicySetsCount";"UsedInPolicySet4CSV";"CreatedOn";"CreatedBy";"UpdatedOn";"UpdatedBy";"ALZ";"ALZState";"ALZLatestVer";"ALZIdentificationLevel";"ALZPolicyName"
"BuiltIn";;;;"[Deprecated]: Azure Web PubSub Service should use private link";"52630df9-ca7e-442b-853b-c6ce548b31a2";"/providers/microsoft.authorization/policydefinitions/52630df9-ca7e-442b-853b-c6ce548b31a2";"1.0.1-deprecated";"Default: Audit; Allowed: Audit,Deny,Disabled";"Web PubSub";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Manage contacts for authorities and special interest groups";"5269d7e4-3768-501d-7e46-66c56c15622c";"/providers/microsoft.authorization/policydefinitions/5269d7e4-3768-501d-7e46-66c56c15622c";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"3";"HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Establish and document a configuration management plan";"526ed90e-890f-69e7-0386-ba5c0f1f784f";"/providers/microsoft.authorization/policydefinitions/526ed90e-890f-69e7-0386-ba5c0f1f784f";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"14";"CIS Microsoft Azure Foundations Benchmark v1.3.0 (/providers/microsoft.authorization/policysetdefinitions/612b5213-9160-4969-8578-1518bd2a000c), CIS Microsoft Azure Foundations Benchmark v1.4.0 (/providers/microsoft.authorization/policysetdefinitions/c3f5c4d9-9a1d-4a99-85c0-7f93e384d5c5), CIS Microsoft Azure Foundations Benchmark v2.0.0 (/providers/microsoft.authorization/policysetdefinitions/06f19060-9e68-4070-92ca-f15cc126059e), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c), SWIFT CSP-CSCF v2022 (/providers/microsoft.authorization/policysetdefinitions/7bc7cd6c-4114-ff31-3cac-59be3157596d)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Synapse workspaces with SQL auditing to storage account destination should be configured with 90 days retention or higher";"529ea018-6afc-4ed4-95bd-7c9ee47b00bc";"/providers/microsoft.authorization/policydefinitions/529ea018-6afc-4ed4-95bd-7c9ee47b00bc";"2.0.0";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"Synapse";"0";"1";"Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Enable logging by category group for Dev centers (microsoft.devcenter/devcenters) to Event Hub";"5305ea79-c247-456a-bdbd-dc35cef62ce1";"/providers/microsoft.authorization/policydefinitions/5305ea79-c247-456a-bdbd-dc35cef62ce1";"1.0.0";"Default: DeployIfNotExists; Allowed: AuditIfNotExists,DeployIfNotExists,Disabled";"Monitoring";"0";"2";"Enable allLogs category group resource logging for supported resources to Event Hub (/providers/microsoft.authorization/policysetdefinitions/85175a36-2f12-419a-96b4-18d5b0096531), Enable audit category group resource logging for supported resources to Event Hub (/providers/microsoft.authorization/policysetdefinitions/1020d527-2764-4230-92cc-7035e4fcf8a7)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Connection throttling should be enabled for PostgreSQL database servers";"5345bb39-67dc-4960-a1bf-427e16b9a0bd";"/providers/microsoft.authorization/policydefinitions/5345bb39-67dc-4960-a1bf-427e16b9a0bd";"1.0.0";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"SQL";"0";"8";"[Deprecated]: New Zealand ISM Restricted v3.5 (/providers/microsoft.authorization/policysetdefinitions/93d2179e-3068-c82f-2428-d614ae836a04), [Preview]: Control the use of PostgreSql in a Virtual Enclave (/providers/microsoft.authorization/policysetdefinitions/5eaa16b4-81f2-4354-aef3-2d77288e396e), [Preview]: New Zealand ISM (/providers/microsoft.authorization/policysetdefinitions/4f5b1359-4f8e-4d7c-9733-ea47fcde891e), CIS Microsoft Azure Foundations Benchmark v1.1.0 (/providers/microsoft.authorization/policysetdefinitions/1a5bb27d-173f-493e-9568-eb56638dde4d), CIS Microsoft Azure Foundations Benchmark v1.3.0 (/providers/microsoft.authorization/policysetdefinitions/612b5213-9160-4969-8578-1518bd2a000c), CIS Microsoft Azure Foundations Benchmark v1.4.0 (/providers/microsoft.authorization/policysetdefinitions/c3f5c4d9-9a1d-4a99-85c0-7f93e384d5c5), CIS Microsoft Azure Foundations Benchmark v2.0.0 (/providers/microsoft.authorization/policysetdefinitions/06f19060-9e68-4070-92ca-f15cc126059e), RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6)";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Deprecated]: Azure SignalR Service should use private link";"53503636-bcc9-4748-9663-5348217f160f";"/providers/microsoft.authorization/policydefinitions/53503636-bcc9-4748-9663-5348217f160f";"1.0.1-deprecated";"Default: Audit; Allowed: Audit,Deny,Disabled";"SignalR";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Enable logging by category group for microsoft.networkanalytics/dataproducts to Event Hub";"5360664a-5821-4f43-8988-3f0ed8f3f8a5";"/providers/microsoft.authorization/policydefinitions/5360664a-5821-4f43-8988-3f0ed8f3f8a5";"1.0.0";"Default: DeployIfNotExists; Allowed: AuditIfNotExists,DeployIfNotExists,Disabled";"Monitoring";"0";"2";"Enable allLogs category group resource logging for supported resources to Event Hub (/providers/microsoft.authorization/policysetdefinitions/85175a36-2f12-419a-96b4-18d5b0096531), Enable audit category group resource logging for supported resources to Event Hub (/providers/microsoft.authorization/policysetdefinitions/1020d527-2764-4230-92cc-7035e4fcf8a7)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Private endpoint should be enabled for PostgreSQL flexible servers";"5375a5bb-22c6-46d7-8a43-83417cfb4460";"/providers/microsoft.authorization/policydefinitions/5375a5bb-22c6-46d7-8a43-83417cfb4460";"1.0.0";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"PostgreSQL";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Preview]: Cannot Edit Individual Nodes";"53a4a537-990c-495a-92e0-7c21a465442c";"/providers/microsoft.authorization/policydefinitions/53a4a537-990c-495a-92e0-7c21a465442c";"1.2.0-preview";"Default: Audit; Allowed: Audit,Deny,Disabled";"Kubernetes";"0";"1";"[Preview]: Deployment safeguards should help guide developers towards AKS recommended best practices (/providers/microsoft.authorization/policysetdefinitions/c047ea8e-9c78-49b2-958b-37e56d291a44)";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Preview]: Configure allowed module authors for specified Azure Machine Learning computes";"53c70b02-63dd-11ea-bc55-0242ac130003";"/providers/microsoft.authorization/policydefinitions/53c70b02-63dd-11ea-bc55-0242ac130003";"6.4.0-preview";"Default: enforceSetting; Allowed: disabled,enforceSetting";"Machine Learning";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Review contingency plan";"53fc1282-0ee3-2764-1319-e20143bb0ea5";"/providers/microsoft.authorization/policydefinitions/53fc1282-0ee3-2764-1319-e20143bb0ea5";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"7";"FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Cosmos DB database accounts should have local authentication methods disabled";"5450f5bd-9c72-4390-a9c4-a7aba4edfdd2";"/providers/microsoft.authorization/policydefinitions/5450f5bd-9c72-4390-a9c4-a7aba4edfdd2";"1.1.0";"Default: Audit; Allowed: Audit,Deny,Disabled";"Cosmos DB";"0";"4";"[Preview]: Control the use of CosmosDB in a Virtual Enclave (/providers/microsoft.authorization/policysetdefinitions/6bd484ca-ae8d-46cf-9b33-e1feef84bfba), [Preview]: New Zealand ISM (/providers/microsoft.authorization/policysetdefinitions/4f5b1359-4f8e-4d7c-9733-ea47fcde891e), CIS Microsoft Azure Foundations Benchmark v2.0.0 (/providers/microsoft.authorization/policysetdefinitions/06f19060-9e68-4070-92ca-f15cc126059e), Microsoft cloud security benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8)";;;;;"False";"";"";"";""
"BuiltIn";;;;"App Service apps should use a SKU that supports private link";"546fe8d2-368d-4029-a418-6af48a7f61e5";"/providers/microsoft.authorization/policydefinitions/546fe8d2-368d-4029-a418-6af48a7f61e5";"4.1.0";"Default: Audit; Allowed: Audit,Deny,Disabled";"App Service";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Kubernetes cluster Windows containers should not run as ContainerAdministrator";"5485eac0-7e8f-4964-998b-a44f4f0c1e75";"/providers/microsoft.authorization/policydefinitions/5485eac0-7e8f-4964-998b-a44f4f0c1e75";"1.2.0";"Default: Audit; Allowed: Audit,Deny,Disabled";"Kubernetes";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"API Management minimum API version should be set to 2019-12-01 or higher";"549814b6-3212-4203-bdc8-1548d342fb67";"/providers/microsoft.authorization/policydefinitions/549814b6-3212-4203-bdc8-1548d342fb67";"1.0.1";"Default: Audit; Allowed: Audit,Deny,Disabled";"API Management";"0";"2";"[Preview]: New Zealand ISM (/providers/microsoft.authorization/policysetdefinitions/4f5b1359-4f8e-4d7c-9733-ea47fcde891e), Microsoft cloud security benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Eradicate contaminated information";"54a9c072-4a93-2a03-6a43-a060d30383d7";"/providers/microsoft.authorization/policydefinitions/54a9c072-4a93-2a03-6a43-a060d30383d7";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"11";"FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c), SWIFT CSP-CSCF v2022 (/providers/microsoft.authorization/policysetdefinitions/7bc7cd6c-4114-ff31-3cac-59be3157596d)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Enable logging by category group for microsoft.notificationhubs/namespaces/notificationhubs to Log Analytics";"54c7cff6-a032-43e1-9656-d4c24665f805";"/providers/microsoft.authorization/policydefinitions/54c7cff6-a032-43e1-9656-d4c24665f805";"1.0.0";"Default: DeployIfNotExists; Allowed: AuditIfNotExists,DeployIfNotExists,Disabled";"Monitoring";"0";"2";"Enable allLogs category group resource logging for supported resources to Log Analytics (/providers/microsoft.authorization/policysetdefinitions/0884adba-2312-4468-abeb-5422caed1038), Enable audit category group resource logging for supported resources to Log Analytics (/providers/microsoft.authorization/policysetdefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Azure Key Vault should have firewall enabled";"55615ac9-af46-4a59-874e-391cc3dfb490";"/providers/microsoft.authorization/policydefinitions/55615ac9-af46-4a59-874e-391cc3dfb490";"3.2.1";"Default: Audit; Allowed: Audit,Deny,Disabled";"Key Vault";"0";"16";"[Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b), [Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), [Preview]: New Zealand ISM (/providers/microsoft.authorization/policysetdefinitions/4f5b1359-4f8e-4d7c-9733-ea47fcde891e), [Preview]: Reserve Bank of India - IT Framework for Banks (/providers/microsoft.authorization/policysetdefinitions/d0d5578d-cc08-2b22-31e3-f525374f235a), [Preview]: Reserve Bank of India - IT Framework for NBFC (/providers/microsoft.authorization/policysetdefinitions/7f89f09c-48c1-f28d-1bd5-84f3fb22f86c), [Preview]: SWIFT CSP-CSCF v2021 (/providers/microsoft.authorization/policysetdefinitions/abf84fac-f817-a70c-14b5-47eec767458a), CMMC Level 3 (/providers/microsoft.authorization/policysetdefinitions/b5629c75-5c77-4422-87b9-2509e680f8de), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), Microsoft cloud security benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), NL BIO Cloud Theme (/providers/microsoft.authorization/policysetdefinitions/6ce73208-883e-490f-a2ac-44aac3b3687f), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c), SWIFT CSP-CSCF v2022 (/providers/microsoft.authorization/policysetdefinitions/7bc7cd6c-4114-ff31-3cac-59be3157596d)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Enable logging by category group for MedTech service (microsoft.healthcareapis/workspaces/iotconnectors) to Log Analytics";"557c828f-aa51-40d9-868a-cff8d3982818";"/providers/microsoft.authorization/policydefinitions/557c828f-aa51-40d9-868a-cff8d3982818";"1.0.0";"Default: DeployIfNotExists; Allowed: AuditIfNotExists,DeployIfNotExists,Disabled";"Monitoring";"0";"1";"Enable allLogs category group resource logging for supported resources to Log Analytics (/providers/microsoft.authorization/policysetdefinitions/0884adba-2312-4468-abeb-5422caed1038)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Control physical access";"55a7f9a0-6397-7589-05ef-5ed59a8149e7";"/providers/microsoft.authorization/policydefinitions/55a7f9a0-6397-7589-05ef-5ed59a8149e7";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"14";"CIS Microsoft Azure Foundations Benchmark v1.3.0 (/providers/microsoft.authorization/policysetdefinitions/612b5213-9160-4969-8578-1518bd2a000c), CIS Microsoft Azure Foundations Benchmark v1.4.0 (/providers/microsoft.authorization/policysetdefinitions/c3f5c4d9-9a1d-4a99-85c0-7f93e384d5c5), CIS Microsoft Azure Foundations Benchmark v2.0.0 (/providers/microsoft.authorization/policysetdefinitions/06f19060-9e68-4070-92ca-f15cc126059e), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c), SWIFT CSP-CSCF v2022 (/providers/microsoft.authorization/policysetdefinitions/7bc7cd6c-4114-ff31-3cac-59be3157596d)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Accept PIV credentials";"55be3260-a7a2-3c06-7fe6-072d07525ab7";"/providers/microsoft.authorization/policydefinitions/55be3260-a7a2-3c06-7fe6-072d07525ab7";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"5";"FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Configure Azure Arc Private Link Scopes to use private DNS zones";"55c4db33-97b0-437b-8469-c4f4498f5df9";"/providers/microsoft.authorization/policydefinitions/55c4db33-97b0-437b-8469-c4f4498f5df9";"1.2.0";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"Azure Arc";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Enable logging by category group for Cognitive Services (microsoft.cognitiveservices/accounts) to Log Analytics";"55d1f543-d1b0-4811-9663-d6d0dbc6326d";"/providers/microsoft.authorization/policydefinitions/55d1f543-d1b0-4811-9663-d6d0dbc6326d";"1.1.0";"Default: DeployIfNotExists; Allowed: AuditIfNotExists,DeployIfNotExists,Disabled";"Monitoring";"0";"2";"Enable allLogs category group resource logging for supported resources to Log Analytics (/providers/microsoft.authorization/policysetdefinitions/0884adba-2312-4468-abeb-5422caed1038), Enable audit category group resource logging for supported resources to Log Analytics (/providers/microsoft.authorization/policysetdefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Configure Azure AI Services resources to disable local key access (disable local authentication)";"55eff01b-f2bd-4c32-9203-db285f709d30";"/providers/microsoft.authorization/policydefinitions/55eff01b-f2bd-4c32-9203-db285f709d30";"1.0.0";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"Azure Ai Services";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Enable logging by category group for Container registries (microsoft.containerregistry/registries) to Log Analytics";"56288eb2-4350-461d-9ece-2bb242269dce";"/providers/microsoft.authorization/policydefinitions/56288eb2-4350-461d-9ece-2bb242269dce";"1.1.0";"Default: DeployIfNotExists; Allowed: AuditIfNotExists,DeployIfNotExists,Disabled";"Monitoring";"0";"3";"[Preview]: Control the use of diagnostic settings for specific resources in a Virtual Enclave (/providers/microsoft.authorization/policysetdefinitions/0a9ea1cb-7925-47fc-b0fe-8bb0a8190423), Enable allLogs category group resource logging for supported resources to Log Analytics (/providers/microsoft.authorization/policysetdefinitions/0884adba-2312-4468-abeb-5422caed1038), Enable audit category group resource logging for supported resources to Log Analytics (/providers/microsoft.authorization/policysetdefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Web Application Firewall (WAF) should be enabled for Application Gateway";"564feb30-bf6a-4854-b4bb-0d2d2d1e6c66";"/providers/microsoft.authorization/policydefinitions/564feb30-bf6a-4854-b4bb-0d2d2d1e6c66";"2.0.0";"Default: Audit; Allowed: Audit,Deny,Disabled";"Network";"0";"18";"[Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b), [Deprecated]: New Zealand ISM Restricted (/providers/microsoft.authorization/policysetdefinitions/d1a462af-7e6d-4901-98ac-61570b4ed22a), [Deprecated]: New Zealand ISM Restricted v3.5 (/providers/microsoft.authorization/policysetdefinitions/93d2179e-3068-c82f-2428-d614ae836a04), [Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), [Preview]: New Zealand ISM (/providers/microsoft.authorization/policysetdefinitions/4f5b1359-4f8e-4d7c-9733-ea47fcde891e), [Preview]: Reserve Bank of India - IT Framework for Banks (/providers/microsoft.authorization/policysetdefinitions/d0d5578d-cc08-2b22-31e3-f525374f235a), [Preview]: Reserve Bank of India - IT Framework for NBFC (/providers/microsoft.authorization/policysetdefinitions/7f89f09c-48c1-f28d-1bd5-84f3fb22f86c), CMMC Level 3 (/providers/microsoft.authorization/policysetdefinitions/b5629c75-5c77-4422-87b9-2509e680f8de), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), Microsoft cloud security benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), NL BIO Cloud Theme (/providers/microsoft.authorization/policysetdefinitions/6ce73208-883e-490f-a2ac-44aac3b3687f), RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Enable logging by category group for API Management services (microsoft.apimanagement/service) to Log Analytics";"567c93f7-3661-494f-a30f-0a94d9bfebf8";"/providers/microsoft.authorization/policydefinitions/567c93f7-3661-494f-a30f-0a94d9bfebf8";"1.1.0";"Default: DeployIfNotExists; Allowed: AuditIfNotExists,DeployIfNotExists,Disabled";"Monitoring";"0";"2";"Enable allLogs category group resource logging for supported resources to Log Analytics (/providers/microsoft.authorization/policysetdefinitions/0884adba-2312-4468-abeb-5422caed1038), Enable audit category group resource logging for supported resources to Log Analytics (/providers/microsoft.authorization/policysetdefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Configure Linux virtual machine scale sets to run Azure Monitor Agent with system-assigned managed identity-based authentication";"56a3e4f8-649b-4fac-887e-5564d11e8d3a";"/providers/microsoft.authorization/policydefinitions/56a3e4f8-649b-4fac-887e-5564d11e8d3a";"3.6.0";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"Monitoring";"0";"1";"Configure Linux machines to run Azure Monitor Agent and associate them to a Data Collection Rule (/providers/microsoft.authorization/policysetdefinitions/118f04da-0375-44d1-84e3-0fd9e1849403)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Azure Automation accounts should use customer-managed keys to encrypt data at rest";"56a5ee18-2ae6-4810-86f7-18e39ce5629b";"/providers/microsoft.authorization/policydefinitions/56a5ee18-2ae6-4810-86f7-18e39ce5629b";"1.0.0";"Default: Audit; Allowed: Audit,Deny,Disabled";"Automation";"0";"7";"[Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), NL BIO Cloud Theme (/providers/microsoft.authorization/policysetdefinitions/6ce73208-883e-490f-a2ac-44aac3b3687f)";;;;;"False";"";"";"";""
